OID_,ID,NID,WEIGHT
1702,306,307,1.000000000000000
1703,306,348,1.000000000000000
1704,306,349,1.000000000000000
1705,306,350,1.000000000000000
1706,349,306,1.000000000000000
1707,349,348,1.000000000000000
1708,349,350,1.000000000000000
1709,349,391,1.000000000000000
1710,349,392,1.000000000000000
1711,349,393,1.000000000000000
1712,307,264,1.000000000000000
1713,307,265,1.000000000000000
1714,307,266,1.000000000000000
1715,307,306,1.000000000000000
1716,307,308,1.000000000000000
1717,307,350,1.000000000000000
1718,350,306,1.000000000000000
1719,350,307,1.000000000000000
1720,350,308,1.000000000000000
1721,350,349,1.000000000000000
1722,350,351,1.000000000000000
1723,350,393,1.000000000000000
1724,266,224,1.000000000000000
1725,266,265,1.000000000000000
1726,266,267,1.000000000000000
1727,266,307,1.000000000000000
1728,266,308,1.000000000000000
1729,266,309,1.000000000000000
1730,308,266,1.000000000000000
1731,308,307,1.000000000000000
1732,308,309,1.000000000000000
1733,308,350,1.000000000000000
1734,308,351,1.000000000000000
1735,308,352,1.000000000000000
1736,351,308,1.000000000000000
1737,351,350,1.000000000000000
1738,351,352,1.000000000000000
1739,351,393,1.000000000000000
1740,351,394,1.000000000000000
1741,351,395,1.000000000000000
1742,309,266,1.000000000000000
1743,309,267,1.000000000000000
1744,309,268,1.000000000000000
1745,309,308,1.000000000000000
1746,309,310,1.000000000000000
1747,309,352,1.000000000000000
1748,352,308,1.000000000000000
1749,352,309,1.000000000000000
1750,352,310,1.000000000000000
1751,352,351,1.000000000000000
1752,352,353,1.000000000000000
1753,352,395,1.000000000000000
1754,391,347,1.000000000000000
1755,391,348,1.000000000000000
1756,391,349,1.000000000000000
1757,391,390,1.000000000000000
1758,391,392,1.000000000000000
1759,391,434,1.000000000000000
1760,434,390,1.000000000000000
1761,434,391,1.000000000000000
1762,434,392,1.000000000000000
1763,434,433,1.000000000000000
1764,434,435,1.000000000000000
1765,434,477,1.000000000000000
1766,477,433,1.000000000000000
1767,477,434,1.000000000000000
1768,477,435,1.000000000000000
1769,477,476,1.000000000000000
1770,477,478,1.000000000000000
1771,477,521,1.000000000000000
1772,392,349,1.000000000000000
1773,392,391,1.000000000000000
1774,392,393,1.000000000000000
1775,392,434,1.000000000000000
1776,392,435,1.000000000000000
1777,392,436,1.000000000000000
1778,435,392,1.000000000000000
1779,435,434,1.000000000000000
1780,435,436,1.000000000000000
1781,435,477,1.000000000000000
1782,435,478,1.000000000000000
1783,435,479,1.000000000000000
1784,393,349,1.000000000000000
1785,393,350,1.000000000000000
1786,393,351,1.000000000000000
1787,393,392,1.000000000000000
1788,393,394,1.000000000000000
1789,393,436,1.000000000000000
1790,436,392,1.000000000000000
1791,436,393,1.000000000000000
1792,436,394,1.000000000000000
1793,436,435,1.000000000000000
1794,436,437,1.000000000000000
1795,436,479,1.000000000000000
1796,479,435,1.000000000000000
1797,479,436,1.000000000000000
1798,479,437,1.000000000000000
1799,479,478,1.000000000000000
1800,479,480,1.000000000000000
1801,479,523,1.000000000000000
1802,394,351,1.000000000000000
1803,394,393,1.000000000000000
1804,394,395,1.000000000000000
1805,394,436,1.000000000000000
1806,394,437,1.000000000000000
1807,394,438,1.000000000000000
1808,437,394,1.000000000000000
1809,437,436,1.000000000000000
1810,437,438,1.000000000000000
1811,437,479,1.000000000000000
1812,437,480,1.000000000000000
1813,437,481,1.000000000000000
1814,395,351,1.000000000000000
1815,395,352,1.000000000000000
1816,395,353,1.000000000000000
1817,395,394,1.000000000000000
1818,395,396,1.000000000000000
1819,395,438,1.000000000000000
1820,438,394,1.000000000000000
1821,438,395,1.000000000000000
1822,438,396,1.000000000000000
1823,438,437,1.000000000000000
1824,438,439,1.000000000000000
1825,438,481,1.000000000000000
1826,481,437,1.000000000000000
1827,481,438,1.000000000000000
1828,481,439,1.000000000000000
1829,481,480,1.000000000000000
1830,481,482,1.000000000000000
1831,481,525,1.000000000000000
1832,515,470,1.000000000000000
1833,515,471,1.000000000000000
1834,515,472,1.000000000000000
1835,515,514,1.000000000000000
1836,515,516,1.000000000000000
1837,515,559,1.000000000000000
1838,559,514,1.000000000000000
1839,559,515,1.000000000000000
1840,559,516,1.000000000000000
1841,559,558,1.000000000000000
1842,559,560,1.000000000000000
1843,559,603,1.000000000000000
1844,472,429,1.000000000000000
1845,472,471,1.000000000000000
1846,472,473,1.000000000000000
1847,472,515,1.000000000000000
1848,472,516,1.000000000000000
1849,472,517,1.000000000000000
1850,516,472,1.000000000000000
1851,516,515,1.000000000000000
1852,516,517,1.000000000000000
1853,516,559,1.000000000000000
1854,516,560,1.000000000000000
1855,516,561,1.000000000000000
1856,560,516,1.000000000000000
1857,560,559,1.000000000000000
1858,560,561,1.000000000000000
1859,560,603,1.000000000000000
1860,560,604,1.000000000000000
1861,560,605,1.000000000000000
1862,517,472,1.000000000000000
1863,517,473,1.000000000000000
1864,517,474,1.000000000000000
1865,517,516,1.000000000000000
1866,517,518,1.000000000000000
1867,517,561,1.000000000000000
1868,561,516,1.000000000000000
1869,561,517,1.000000000000000
1870,561,518,1.000000000000000
1871,561,560,1.000000000000000
1872,561,562,1.000000000000000
1873,561,605,1.000000000000000
1874,474,431,1.000000000000000
1875,474,473,1.000000000000000
1876,474,475,1.000000000000000
1877,474,517,1.000000000000000
1878,474,518,1.000000000000000
1879,474,519,1.000000000000000
1880,518,474,1.000000000000000
1881,518,517,1.000000000000000
1882,518,519,1.000000000000000
1883,518,561,1.000000000000000
1884,518,562,1.000000000000000
1885,518,563,1.000000000000000
1886,562,518,1.000000000000000
1887,562,561,1.000000000000000
1888,562,563,1.000000000000000
1889,562,605,1.000000000000000
1890,562,606,1.000000000000000
1891,562,607,1.000000000000000
1892,519,474,1.000000000000000
1893,519,475,1.000000000000000
1894,519,476,1.000000000000000
1895,519,518,1.000000000000000
1896,519,520,1.000000000000000
1897,519,563,1.000000000000000
1898,563,518,1.000000000000000
1899,563,519,1.000000000000000
1900,563,520,1.000000000000000
1901,563,562,1.000000000000000
1902,563,564,1.000000000000000
1903,563,607,1.000000000000000
1904,476,433,1.000000000000000
1905,476,475,1.000000000000000
1906,476,477,1.000000000000000
1907,476,519,1.000000000000000
1908,476,520,1.000000000000000
1909,476,521,1.000000000000000
1910,520,476,1.000000000000000
1911,520,519,1.000000000000000
1912,520,521,1.000000000000000
1913,520,563,1.000000000000000
1914,520,564,1.000000000000000
1915,520,565,1.000000000000000
1916,564,520,1.000000000000000
1917,564,563,1.000000000000000
1918,564,565,1.000000000000000
1919,564,607,1.000000000000000
1920,564,608,1.000000000000000
1921,564,609,1.000000000000000
1922,603,558,1.000000000000000
1923,603,559,1.000000000000000
1924,603,560,1.000000000000000
1925,603,602,1.000000000000000
1926,603,604,1.000000000000000
1927,603,647,1.000000000000000
1928,647,602,1.000000000000000
1929,647,603,1.000000000000000
1930,647,604,1.000000000000000
1931,647,646,1.000000000000000
1932,647,648,1.000000000000000
1933,647,690,1.000000000000000
1934,690,646,1.000000000000000
1935,690,647,1.000000000000000
1936,690,648,1.000000000000000
1937,690,689,1.000000000000000
1938,690,691,1.000000000000000
1939,690,733,1.000000000000000
1940,604,560,1.000000000000000
1941,604,603,1.000000000000000
1942,604,605,1.000000000000000
1943,604,647,1.000000000000000
1944,604,648,1.000000000000000
1945,604,649,1.000000000000000
1946,648,604,1.000000000000000
1947,648,647,1.000000000000000
1948,648,649,1.000000000000000
1949,648,690,1.000000000000000
1950,648,691,1.000000000000000
1951,648,692,1.000000000000000
1952,605,560,1.000000000000000
1953,605,561,1.000000000000000
1954,605,562,1.000000000000000
1955,605,604,1.000000000000000
1956,605,606,1.000000000000000
1957,605,649,1.000000000000000
1958,649,604,1.000000000000000
1959,649,605,1.000000000000000
1960,649,606,1.000000000000000
1961,649,648,1.000000000000000
1962,649,650,1.000000000000000
1963,649,692,1.000000000000000
1964,692,648,1.000000000000000
1965,692,649,1.000000000000000
1966,692,650,1.000000000000000
1967,692,691,1.000000000000000
1968,692,693,1.000000000000000
1969,692,735,1.000000000000000
1970,606,562,1.000000000000000
1971,606,605,1.000000000000000
1972,606,607,1.000000000000000
1973,606,649,1.000000000000000
1974,606,650,1.000000000000000
1975,606,651,1.000000000000000
1976,650,606,1.000000000000000
1977,650,649,1.000000000000000
1978,650,651,1.000000000000000
1979,650,692,1.000000000000000
1980,650,693,1.000000000000000
1981,650,694,1.000000000000000
1982,607,562,1.000000000000000
1983,607,563,1.000000000000000
1984,607,564,1.000000000000000
1985,607,606,1.000000000000000
1986,607,608,1.000000000000000
1987,607,651,1.000000000000000
1988,651,606,1.000000000000000
1989,651,607,1.000000000000000
1990,651,608,1.000000000000000
1991,651,650,1.000000000000000
1992,651,652,1.000000000000000
1993,651,694,1.000000000000000
1994,694,650,1.000000000000000
1995,694,651,1.000000000000000
1996,694,652,1.000000000000000
1997,694,693,1.000000000000000
1998,694,695,1.000000000000000
1999,694,737,1.000000000000000
2000,608,564,1.000000000000000
2001,608,607,1.000000000000000
2002,608,609,1.000000000000000
2003,608,651,1.000000000000000
2004,608,652,1.000000000000000
2005,608,653,1.000000000000000
2006,652,608,1.000000000000000
2007,652,651,1.000000000000000
2008,652,653,1.000000000000000
2009,652,694,1.000000000000000
2010,652,695,1.000000000000000
2011,652,696,1.000000000000000
2012,521,476,1.000000000000000
2013,521,477,1.000000000000000
2014,521,478,1.000000000000000
2015,521,520,1.000000000000000
2016,521,522,1.000000000000000
2017,521,565,1.000000000000000
2018,565,520,1.000000000000000
2019,565,521,1.000000000000000
2020,565,522,1.000000000000000
2021,565,564,1.000000000000000
2022,565,566,1.000000000000000
2023,565,609,1.000000000000000
2024,478,435,1.000000000000000
2025,478,477,1.000000000000000
2026,478,479,1.000000000000000
2027,478,521,1.000000000000000
2028,478,522,1.000000000000000
2029,478,523,1.000000000000000
2030,522,478,1.000000000000000
2031,522,521,1.000000000000000
2032,522,523,1.000000000000000
2033,522,565,1.000000000000000
2034,522,566,1.000000000000000
2035,522,567,1.000000000000000
2036,566,522,1.000000000000000
2037,566,565,1.000000000000000
2038,566,567,1.000000000000000
2039,566,609,1.000000000000000
2040,566,610,1.000000000000000
2041,566,611,1.000000000000000
2042,523,478,1.000000000000000
2043,523,479,1.000000000000000
2044,523,480,1.000000000000000
2045,523,522,1.000000000000000
2046,523,524,1.000000000000000
2047,523,567,1.000000000000000
2048,567,522,1.000000000000000
2049,567,523,1.000000000000000
2050,567,524,1.000000000000000
2051,567,566,1.000000000000000
2052,567,568,1.000000000000000
2053,567,611,1.000000000000000
2054,480,437,1.000000000000000
2055,480,479,1.000000000000000
2056,480,481,1.000000000000000
2057,480,523,1.000000000000000
2058,480,524,1.000000000000000
2059,480,525,1.000000000000000
2060,524,480,1.000000000000000
2061,524,523,1.000000000000000
2062,524,525,1.000000000000000
2063,524,567,1.000000000000000
2064,524,568,1.000000000000000
2065,524,569,1.000000000000000
2066,568,524,1.000000000000000
2067,568,567,1.000000000000000
2068,568,569,1.000000000000000
2069,568,611,1.000000000000000
2070,568,612,1.000000000000000
2071,568,613,1.000000000000000
2072,525,480,1.000000000000000
2073,525,481,1.000000000000000
2074,525,482,1.000000000000000
2075,525,524,1.000000000000000
2076,525,526,1.000000000000000
2077,525,569,1.000000000000000
2078,569,524,1.000000000000000
2079,569,525,1.000000000000000
2080,569,526,1.000000000000000
2081,569,568,1.000000000000000
2082,569,570,1.000000000000000
2083,569,613,1.000000000000000
2084,609,564,1.000000000000000
2085,609,565,1.000000000000000
2086,609,566,1.000000000000000
2087,609,608,1.000000000000000
2088,609,610,1.000000000000000
2089,609,653,1.000000000000000
2090,653,608,1.000000000000000
2091,653,609,1.000000000000000
2092,653,610,1.000000000000000
2093,653,652,1.000000000000000
2094,653,654,1.000000000000000
2095,653,696,1.000000000000000
2096,696,652,1.000000000000000
2097,696,653,1.000000000000000
2098,696,654,1.000000000000000
2099,696,695,1.000000000000000
2100,696,697,1.000000000000000
2101,696,739,1.000000000000000
2102,610,566,1.000000000000000
2103,610,609,1.000000000000000
2104,610,611,1.000000000000000
2105,610,653,1.000000000000000
2106,610,654,1.000000000000000
2107,610,655,1.000000000000000
2108,654,610,1.000000000000000
2109,654,653,1.000000000000000
2110,654,655,1.000000000000000
2111,654,696,1.000000000000000
2112,654,697,1.000000000000000
2113,654,698,1.000000000000000
2114,611,566,1.000000000000000
2115,611,567,1.000000000000000
2116,611,568,1.000000000000000
2117,611,610,1.000000000000000
2118,611,612,1.000000000000000
2119,611,655,1.000000000000000
2120,655,610,1.000000000000000
2121,655,611,1.000000000000000
2122,655,612,1.000000000000000
2123,655,654,1.000000000000000
2124,655,656,1.000000000000000
2125,655,698,1.000000000000000
2126,698,654,1.000000000000000
2127,698,655,1.000000000000000
2128,698,656,1.000000000000000
2129,698,697,1.000000000000000
2130,698,699,1.000000000000000
2131,698,741,1.000000000000000
2132,612,568,1.000000000000000
2133,612,611,1.000000000000000
2134,612,613,1.000000000000000
2135,612,655,1.000000000000000
2136,612,656,1.000000000000000
2137,612,657,1.000000000000000
2138,656,612,1.000000000000000
2139,656,655,1.000000000000000
2140,656,657,1.000000000000000
2141,656,698,1.000000000000000
2142,656,699,1.000000000000000
2143,656,700,1.000000000000000
2144,613,568,1.000000000000000
2145,613,569,1.000000000000000
2146,613,570,1.000000000000000
2147,613,612,1.000000000000000
2148,613,614,1.000000000000000
2149,613,657,1.000000000000000
2150,657,612,1.000000000000000
2151,657,613,1.000000000000000
2152,657,614,1.000000000000000
2153,657,656,1.000000000000000
2154,657,658,1.000000000000000
2155,657,700,1.000000000000000
2156,700,656,1.000000000000000
2157,700,657,1.000000000000000
2158,700,658,1.000000000000000
2159,700,699,1.000000000000000
2160,700,701,1.000000000000000
2161,700,743,1.000000000000000
2162,38,56,1.000000000000000
2163,38,57,1.000000000000000
2164,38,58,1.000000000000000
2165,57,38,1.000000000000000
2166,57,56,1.000000000000000
2167,57,58,1.000000000000000
2168,57,80,1.000000000000000
2169,57,81,1.000000000000000
2170,57,82,1.000000000000000
2171,81,57,1.000000000000000
2172,81,80,1.000000000000000
2173,81,82,1.000000000000000
2174,81,108,1.000000000000000
2175,81,109,1.000000000000000
2176,81,110,1.000000000000000
2177,109,81,1.000000000000000
2178,109,108,1.000000000000000
2179,109,110,1.000000000000000
2180,109,143,1.000000000000000
2181,109,144,1.000000000000000
2182,109,145,1.000000000000000
2183,58,38,1.000000000000000
2184,58,57,1.000000000000000
2185,58,59,1.000000000000000
2186,58,82,1.000000000000000
2187,82,57,1.000000000000000
2188,82,58,1.000000000000000
2189,82,59,1.000000000000000
2190,82,81,1.000000000000000
2191,82,83,1.000000000000000
2192,82,110,1.000000000000000
2193,110,81,1.000000000000000
2194,110,82,1.000000000000000
2195,110,83,1.000000000000000
2196,110,109,1.000000000000000
2197,110,111,1.000000000000000
2198,110,145,1.000000000000000
2199,145,109,1.000000000000000
2200,145,110,1.000000000000000
2201,145,111,1.000000000000000
2202,145,144,1.000000000000000
2203,145,146,1.000000000000000
2204,145,185,1.000000000000000
2205,59,58,1.000000000000000
2206,59,60,1.000000000000000
2207,59,82,1.000000000000000
2208,59,83,1.000000000000000
2209,59,84,1.000000000000000
2210,83,59,1.000000000000000
2211,83,82,1.000000000000000
2212,83,84,1.000000000000000
2213,83,110,1.000000000000000
2214,83,111,1.000000000000000
2215,83,112,1.000000000000000
2216,111,83,1.000000000000000
2217,111,110,1.000000000000000
2218,111,112,1.000000000000000
2219,111,145,1.000000000000000
2220,111,146,1.000000000000000
2221,111,147,1.000000000000000
2222,60,59,1.000000000000000
2223,60,61,1.000000000000000
2224,60,84,1.000000000000000
2225,84,59,1.000000000000000
2226,84,60,1.000000000000000
2227,84,61,1.000000000000000
2228,84,83,1.000000000000000
2229,84,85,1.000000000000000
2230,84,112,1.000000000000000
2231,112,83,1.000000000000000
2232,112,84,1.000000000000000
2233,112,85,1.000000000000000
2234,112,111,1.000000000000000
2235,112,113,1.000000000000000
2236,112,147,1.000000000000000
2237,147,111,1.000000000000000
2238,147,112,1.000000000000000
2239,147,113,1.000000000000000
2240,147,146,1.000000000000000
2241,147,148,1.000000000000000
2242,147,187,1.000000000000000
2243,61,60,1.000000000000000
2244,61,84,1.000000000000000
2245,61,85,1.000000000000000
2246,61,86,1.000000000000000
2247,85,61,1.000000000000000
2248,85,84,1.000000000000000
2249,85,86,1.000000000000000
2250,85,112,1.000000000000000
2251,85,113,1.000000000000000
2252,85,114,1.000000000000000
2253,113,85,1.000000000000000
2254,113,112,1.000000000000000
2255,113,114,1.000000000000000
2256,113,147,1.000000000000000
2257,113,148,1.000000000000000
2258,113,149,1.000000000000000
2259,86,61,1.000000000000000
2260,86,62,1.000000000000000
2261,86,85,1.000000000000000
2262,86,87,1.000000000000000
2263,86,114,1.000000000000000
2264,114,85,1.000000000000000
2265,114,86,1.000000000000000
2266,114,87,1.000000000000000
2267,114,113,1.000000000000000
2268,114,115,1.000000000000000
2269,114,149,1.000000000000000
2270,149,113,1.000000000000000
2271,149,114,1.000000000000000
2272,149,115,1.000000000000000
2273,149,148,1.000000000000000
2274,149,150,1.000000000000000
2275,149,189,1.000000000000000
2276,144,109,1.000000000000000
2277,144,143,1.000000000000000
2278,144,145,1.000000000000000
2279,144,183,1.000000000000000
2280,144,184,1.000000000000000
2281,144,185,1.000000000000000
2282,184,144,1.000000000000000
2283,184,183,1.000000000000000
2284,184,185,1.000000000000000
2285,184,225,1.000000000000000
2286,184,226,1.000000000000000
2287,184,227,1.000000000000000
2288,226,184,1.000000000000000
2289,226,225,1.000000000000000
2290,226,227,1.000000000000000
2291,226,267,1.000000000000000
2292,226,268,1.000000000000000
2293,226,269,1.000000000000000
2294,268,226,1.000000000000000
2295,268,267,1.000000000000000
2296,268,269,1.000000000000000
2297,268,309,1.000000000000000
2298,268,310,1.000000000000000
2299,268,311,1.000000000000000
2300,310,268,1.000000000000000
2301,310,309,1.000000000000000
2302,310,311,1.000000000000000
2303,310,352,1.000000000000000
2304,310,353,1.000000000000000
2305,310,354,1.000000000000000
2306,185,144,1.000000000000000
2307,185,145,1.000000000000000
2308,185,146,1.000000000000000
2309,185,184,1.000000000000000
2310,185,186,1.000000000000000
2311,185,227,1.000000000000000
2312,227,184,1.000000000000000
2313,227,185,1.000000000000000
2314,227,186,1.000000000000000
2315,227,226,1.000000000000000
2316,227,228,1.000000000000000
2317,227,269,1.000000000000000
2318,269,226,1.000000000000000
2319,269,227,1.000000000000000
2320,269,228,1.000000000000000
2321,269,268,1.000000000000000
2322,269,270,1.000000000000000
2323,269,311,1.000000000000000
2324,311,268,1.000000000000000
2325,311,269,1.000000000000000
2326,311,270,1.000000000000000
2327,311,310,1.000000000000000
2328,311,312,1.000000000000000
2329,311,354,1.000000000000000
2330,146,111,1.000000000000000
2331,146,145,1.000000000000000
2332,146,147,1.000000000000000
2333,146,185,1.000000000000000
2334,146,186,1.000000000000000
2335,146,187,1.000000000000000
2336,186,146,1.000000000000000
2337,186,185,1.000000000000000
2338,186,187,1.000000000000000
2339,186,227,1.000000000000000
2340,186,228,1.000000000000000
2341,186,229,1.000000000000000
2342,228,186,1.000000000000000
2343,228,227,1.000000000000000
2344,228,229,1.000000000000000
2345,228,269,1.000000000000000
2346,228,270,1.000000000000000
2347,228,271,1.000000000000000
2348,270,228,1.000000000000000
2349,270,269,1.000000000000000
2350,270,271,1.000000000000000
2351,270,311,1.000000000000000
2352,270,312,1.000000000000000
2353,270,313,1.000000000000000
2354,312,270,1.000000000000000
2355,312,311,1.000000000000000
2356,312,313,1.000000000000000
2357,312,354,1.000000000000000
2358,312,355,1.000000000000000
2359,312,356,1.000000000000000
2360,187,146,1.000000000000000
2361,187,147,1.000000000000000
2362,187,148,1.000000000000000
2363,187,186,1.000000000000000
2364,187,188,1.000000000000000
2365,187,229,1.000000000000000
2366,229,186,1.000000000000000
2367,229,187,1.000000000000000
2368,229,188,1.000000000000000
2369,229,228,1.000000000000000
2370,229,230,1.000000000000000
2371,229,271,1.000000000000000
2372,271,228,1.000000000000000
2373,271,229,1.000000000000000
2374,271,230,1.000000000000000
2375,271,270,1.000000000000000
2376,271,272,1.000000000000000
2377,271,313,1.000000000000000
2378,313,270,1.000000000000000
2379,313,271,1.000000000000000
2380,313,272,1.000000000000000
2381,313,312,1.000000000000000
2382,313,314,1.000000000000000
2383,313,356,1.000000000000000
2384,148,113,1.000000000000000
2385,148,147,1.000000000000000
2386,148,149,1.000000000000000
2387,148,187,1.000000000000000
2388,148,188,1.000000000000000
2389,148,189,1.000000000000000
2390,188,148,1.000000000000000
2391,188,187,1.000000000000000
2392,188,189,1.000000000000000
2393,188,229,1.000000000000000
2394,188,230,1.000000000000000
2395,188,231,1.000000000000000
2396,230,188,1.000000000000000
2397,230,229,1.000000000000000
2398,230,231,1.000000000000000
2399,230,271,1.000000000000000
2400,230,272,1.000000000000000
2401,230,273,1.000000000000000
2402,272,230,1.000000000000000
2403,272,271,1.000000000000000
2404,272,273,1.000000000000000
2405,272,313,1.000000000000000
2406,272,314,1.000000000000000
2407,272,315,1.000000000000000
2408,314,272,1.000000000000000
2409,314,313,1.000000000000000
2410,314,315,1.000000000000000
2411,314,356,1.000000000000000
2412,314,357,1.000000000000000
2413,314,358,1.000000000000000
2414,189,148,1.000000000000000
2415,189,149,1.000000000000000
2416,189,150,1.000000000000000
2417,189,188,1.000000000000000
2418,189,190,1.000000000000000
2419,189,231,1.000000000000000
2420,231,188,1.000000000000000
2421,231,189,1.000000000000000
2422,231,190,1.000000000000000
2423,231,230,1.000000000000000
2424,231,232,1.000000000000000
2425,231,273,1.000000000000000
2426,273,230,1.000000000000000
2427,273,231,1.000000000000000
2428,273,232,1.000000000000000
2429,273,272,1.000000000000000
2430,273,274,1.000000000000000
2431,273,315,1.000000000000000
2432,315,272,1.000000000000000
2433,315,273,1.000000000000000
2434,315,274,1.000000000000000
2435,315,314,1.000000000000000
2436,315,316,1.000000000000000
2437,315,358,1.000000000000000
2438,62,86,1.000000000000000
2439,62,87,1.000000000000000
2440,62,88,1.000000000000000
2441,87,62,1.000000000000000
2442,87,86,1.000000000000000
2443,87,88,1.000000000000000
2444,87,114,1.000000000000000
2445,87,115,1.000000000000000
2446,87,116,1.000000000000000
2447,88,62,1.000000000000000
2448,88,87,1.000000000000000
2449,88,89,1.000000000000000
2450,88,116,1.000000000000000
2451,116,87,1.000000000000000
2452,116,88,1.000000000000000
2453,116,89,1.000000000000000
2454,116,115,1.000000000000000
2455,116,117,1.000000000000000
2456,116,151,1.000000000000000
2457,89,88,1.000000000000000
2458,89,116,1.000000000000000
2459,89,117,1.000000000000000
2460,89,118,1.000000000000000
2461,118,89,1.000000000000000
2462,118,90,1.000000000000000
2463,118,117,1.000000000000000
2464,118,119,1.000000000000000
2465,118,153,1.000000000000000
2466,90,118,1.000000000000000
2467,90,119,1.000000000000000
2468,90,120,1.000000000000000
2469,115,87,1.000000000000000
2470,115,114,1.000000000000000
2471,115,116,1.000000000000000
2472,115,149,1.000000000000000
2473,115,150,1.000000000000000
2474,115,151,1.000000000000000
2475,150,115,1.000000000000000
2476,150,149,1.000000000000000
2477,150,151,1.000000000000000
2478,150,189,1.000000000000000
2479,150,190,1.000000000000000
2480,150,191,1.000000000000000
2481,151,115,1.000000000000000
2482,151,116,1.000000000000000
2483,151,117,1.000000000000000
2484,151,150,1.000000000000000
2485,151,152,1.000000000000000
2486,151,191,1.000000000000000
2487,191,150,1.000000000000000
2488,191,151,1.000000000000000
2489,191,152,1.000000000000000
2490,191,190,1.000000000000000
2491,191,192,1.000000000000000
2492,191,233,1.000000000000000
2493,117,89,1.000000000000000
2494,117,116,1.000000000000000
2495,117,118,1.000000000000000
2496,117,151,1.000000000000000
2497,117,152,1.000000000000000
2498,117,153,1.000000000000000
2499,152,117,1.000000000000000
2500,152,151,1.000000000000000
2501,152,153,1.000000000000000
2502,152,191,1.000000000000000
2503,152,192,1.000000000000000
2504,152,193,1.000000000000000
2505,153,117,1.000000000000000
2506,153,118,1.000000000000000
2507,153,119,1.000000000000000
2508,153,152,1.000000000000000
2509,153,154,1.000000000000000
2510,153,193,1.000000000000000
2511,193,152,1.000000000000000
2512,193,153,1.000000000000000
2513,193,154,1.000000000000000
2514,193,192,1.000000000000000
2515,193,194,1.000000000000000
2516,193,235,1.000000000000000
2517,119,90,1.000000000000000
2518,119,118,1.000000000000000
2519,119,120,1.000000000000000
2520,119,153,1.000000000000000
2521,119,154,1.000000000000000
2522,119,155,1.000000000000000
2523,154,119,1.000000000000000
2524,154,153,1.000000000000000
2525,154,155,1.000000000000000
2526,154,193,1.000000000000000
2527,154,194,1.000000000000000
2528,154,195,1.000000000000000
2529,190,150,1.000000000000000
2530,190,189,1.000000000000000
2531,190,191,1.000000000000000
2532,190,231,1.000000000000000
2533,190,232,1.000000000000000
2534,190,233,1.000000000000000
2535,232,190,1.000000000000000
2536,232,231,1.000000000000000
2537,232,233,1.000000000000000
2538,232,273,1.000000000000000
2539,232,274,1.000000000000000
2540,232,275,1.000000000000000
2541,274,232,1.000000000000000
2542,274,273,1.000000000000000
2543,274,275,1.000000000000000
2544,274,315,1.000000000000000
2545,274,316,1.000000000000000
2546,274,317,1.000000000000000
2547,316,274,1.000000000000000
2548,316,315,1.000000000000000
2549,316,317,1.000000000000000
2550,316,358,1.000000000000000
2551,316,359,1.000000000000000
2552,316,360,1.000000000000000
2553,233,190,1.000000000000000
2554,233,191,1.000000000000000
2555,233,192,1.000000000000000
2556,233,232,1.000000000000000
2557,233,234,1.000000000000000
2558,233,275,1.000000000000000
2559,275,232,1.000000000000000
2560,275,233,1.000000000000000
2561,275,234,1.000000000000000
2562,275,274,1.000000000000000
2563,275,276,1.000000000000000
2564,275,317,1.000000000000000
2565,317,274,1.000000000000000
2566,317,275,1.000000000000000
2567,317,276,1.000000000000000
2568,317,316,1.000000000000000
2569,317,318,1.000000000000000
2570,317,360,1.000000000000000
2571,192,152,1.000000000000000
2572,192,191,1.000000000000000
2573,192,193,1.000000000000000
2574,192,233,1.000000000000000
2575,192,234,1.000000000000000
2576,192,235,1.000000000000000
2577,234,192,1.000000000000000
2578,234,233,1.000000000000000
2579,234,235,1.000000000000000
2580,234,275,1.000000000000000
2581,234,276,1.000000000000000
2582,234,277,1.000000000000000
2583,276,234,1.000000000000000
2584,276,275,1.000000000000000
2585,276,277,1.000000000000000
2586,276,317,1.000000000000000
2587,276,318,1.000000000000000
2588,276,319,1.000000000000000
2589,318,276,1.000000000000000
2590,318,317,1.000000000000000
2591,318,319,1.000000000000000
2592,318,360,1.000000000000000
2593,318,361,1.000000000000000
2594,318,362,1.000000000000000
2595,235,192,1.000000000000000
2596,235,193,1.000000000000000
2597,235,194,1.000000000000000
2598,235,234,1.000000000000000
2599,235,236,1.000000000000000
2600,235,277,1.000000000000000
2601,277,234,1.000000000000000
2602,277,235,1.000000000000000
2603,277,236,1.000000000000000
2604,277,276,1.000000000000000
2605,277,278,1.000000000000000
2606,277,319,1.000000000000000
2607,319,276,1.000000000000000
2608,319,277,1.000000000000000
2609,319,278,1.000000000000000
2610,319,318,1.000000000000000
2611,319,320,1.000000000000000
2612,319,362,1.000000000000000
2613,236,194,1.000000000000000
2614,236,235,1.000000000000000
2615,236,237,1.000000000000000
2616,236,277,1.000000000000000
2617,236,278,1.000000000000000
2618,236,279,1.000000000000000
2619,278,236,1.000000000000000
2620,278,277,1.000000000000000
2621,278,279,1.000000000000000
2622,278,319,1.000000000000000
2623,278,320,1.000000000000000
2624,278,321,1.000000000000000
2625,320,278,1.000000000000000
2626,320,319,1.000000000000000
2627,320,321,1.000000000000000
2628,320,362,1.000000000000000
2629,320,363,1.000000000000000
2630,320,364,1.000000000000000
2631,194,154,1.000000000000000
2632,194,193,1.000000000000000
2633,194,195,1.000000000000000
