OID_,ID,NID,WEIGHT
475,32,17,1.000000000000000
476,32,18,1.000000000000000
477,32,19,1.000000000000000
478,32,31,1.000000000000000
479,32,33,1.000000000000000
480,32,50,1.000000000000000
481,19,18,1.000000000000000
482,19,20,1.000000000000000
483,19,32,1.000000000000000
484,19,33,1.000000000000000
485,19,34,1.000000000000000
486,33,19,1.000000000000000
487,33,32,1.000000000000000
488,33,34,1.000000000000000
489,33,50,1.000000000000000
490,33,51,1.000000000000000
491,33,52,1.000000000000000
492,47,29,1.000000000000000
493,47,46,1.000000000000000
494,47,48,1.000000000000000
495,47,70,1.000000000000000
496,47,71,1.000000000000000
497,47,72,1.000000000000000
498,71,47,1.000000000000000
499,71,70,1.000000000000000
500,71,72,1.000000000000000
501,71,98,1.000000000000000
502,71,99,1.000000000000000
503,71,100,1.000000000000000
504,48,29,1.000000000000000
505,48,30,1.000000000000000
506,48,31,1.000000000000000
507,48,47,1.000000000000000
508,48,49,1.000000000000000
509,48,72,1.000000000000000
510,72,47,1.000000000000000
511,72,48,1.000000000000000
512,72,49,1.000000000000000
513,72,71,1.000000000000000
514,72,73,1.000000000000000
515,72,100,1.000000000000000
516,49,31,1.000000000000000
517,49,48,1.000000000000000
518,49,50,1.000000000000000
519,49,72,1.000000000000000
520,49,73,1.000000000000000
521,49,74,1.000000000000000
522,73,49,1.000000000000000
523,73,72,1.000000000000000
524,73,74,1.000000000000000
525,73,100,1.000000000000000
526,73,101,1.000000000000000
527,73,102,1.000000000000000
528,50,31,1.000000000000000
529,50,32,1.000000000000000
530,50,33,1.000000000000000
531,50,49,1.000000000000000
532,50,51,1.000000000000000
533,50,74,1.000000000000000
534,74,49,1.000000000000000
535,74,50,1.000000000000000
536,74,51,1.000000000000000
537,74,73,1.000000000000000
538,74,75,1.000000000000000
539,74,102,1.000000000000000
540,51,33,1.000000000000000
541,51,50,1.000000000000000
542,51,52,1.000000000000000
543,51,74,1.000000000000000
544,51,75,1.000000000000000
545,51,76,1.000000000000000
546,75,51,1.000000000000000
547,75,74,1.000000000000000
548,75,76,1.000000000000000
549,75,102,1.000000000000000
550,75,103,1.000000000000000
551,75,104,1.000000000000000
552,20,19,1.000000000000000
553,20,21,1.000000000000000
554,20,34,1.000000000000000
555,34,19,1.000000000000000
556,34,20,1.000000000000000
557,34,21,1.000000000000000
558,34,33,1.000000000000000
559,34,35,1.000000000000000
560,34,52,1.000000000000000
561,52,33,1.000000000000000
562,52,34,1.000000000000000
563,52,35,1.000000000000000
564,52,51,1.000000000000000
565,52,53,1.000000000000000
566,52,76,1.000000000000000
567,76,51,1.000000000000000
568,76,52,1.000000000000000
569,76,53,1.000000000000000
570,76,75,1.000000000000000
571,76,77,1.000000000000000
572,76,104,1.000000000000000
573,21,20,1.000000000000000
574,21,34,1.000000000000000
575,21,35,1.000000000000000
576,21,36,1.000000000000000
577,35,21,1.000000000000000
578,35,34,1.000000000000000
579,35,36,1.000000000000000
580,35,52,1.000000000000000
581,35,53,1.000000000000000
582,35,54,1.000000000000000
583,53,35,1.000000000000000
584,53,52,1.000000000000000
585,53,54,1.000000000000000
586,53,76,1.000000000000000
587,53,77,1.000000000000000
588,53,78,1.000000000000000
589,77,53,1.000000000000000
590,77,76,1.000000000000000
591,77,78,1.000000000000000
592,77,104,1.000000000000000
593,77,105,1.000000000000000
594,77,106,1.000000000000000
595,36,21,1.000000000000000
596,36,35,1.000000000000000
597,36,37,1.000000000000000
598,36,54,1.000000000000000
599,54,35,1.000000000000000
600,54,36,1.000000000000000
601,54,37,1.000000000000000
602,54,53,1.000000000000000
603,54,55,1.000000000000000
604,54,78,1.000000000000000
605,78,53,1.000000000000000
606,78,54,1.000000000000000
607,78,55,1.000000000000000
608,78,77,1.000000000000000
609,78,79,1.000000000000000
610,78,106,1.000000000000000
611,37,36,1.000000000000000
612,37,54,1.000000000000000
613,37,55,1.000000000000000
614,37,56,1.000000000000000
615,55,37,1.000000000000000
616,55,54,1.000000000000000
617,55,56,1.000000000000000
618,55,78,1.000000000000000
619,55,79,1.000000000000000
620,55,80,1.000000000000000
621,79,55,1.000000000000000
622,79,78,1.000000000000000
623,79,80,1.000000000000000
624,79,106,1.000000000000000
625,79,107,1.000000000000000
626,79,108,1.000000000000000
627,56,37,1.000000000000000
628,56,38,1.000000000000000
629,56,55,1.000000000000000
630,56,57,1.000000000000000
631,56,80,1.000000000000000
632,80,55,1.000000000000000
633,80,56,1.000000000000000
634,80,57,1.000000000000000
635,80,79,1.000000000000000
636,80,81,1.000000000000000
637,80,108,1.000000000000000
638,99,71,1.000000000000000
639,99,98,1.000000000000000
640,99,100,1.000000000000000
641,99,133,1.000000000000000
642,99,134,1.000000000000000
643,99,135,1.000000000000000
644,134,99,1.000000000000000
645,134,133,1.000000000000000
646,134,135,1.000000000000000
647,134,173,1.000000000000000
648,134,174,1.000000000000000
649,134,175,1.000000000000000
650,100,71,1.000000000000000
651,100,72,1.000000000000000
652,100,73,1.000000000000000
653,100,99,1.000000000000000
654,100,101,1.000000000000000
655,100,135,1.000000000000000
656,135,99,1.000000000000000
657,135,100,1.000000000000000
658,135,101,1.000000000000000
659,135,134,1.000000000000000
660,135,136,1.000000000000000
661,135,175,1.000000000000000
662,101,73,1.000000000000000
663,101,100,1.000000000000000
664,101,102,1.000000000000000
665,101,135,1.000000000000000
666,101,136,1.000000000000000
667,101,137,1.000000000000000
668,136,101,1.000000000000000
669,136,135,1.000000000000000
670,136,137,1.000000000000000
671,136,175,1.000000000000000
672,136,176,1.000000000000000
673,136,177,1.000000000000000
674,102,73,1.000000000000000
675,102,74,1.000000000000000
676,102,75,1.000000000000000
677,102,101,1.000000000000000
678,102,103,1.000000000000000
679,102,137,1.000000000000000
680,137,101,1.000000000000000
681,137,102,1.000000000000000
682,137,103,1.000000000000000
683,137,136,1.000000000000000
684,137,138,1.000000000000000
685,137,177,1.000000000000000
686,103,75,1.000000000000000
687,103,102,1.000000000000000
688,103,104,1.000000000000000
689,103,137,1.000000000000000
690,103,138,1.000000000000000
691,103,139,1.000000000000000
692,138,103,1.000000000000000
693,138,137,1.000000000000000
694,138,139,1.000000000000000
695,138,177,1.000000000000000
696,138,178,1.000000000000000
697,138,179,1.000000000000000
698,174,134,1.000000000000000
699,174,173,1.000000000000000
700,174,175,1.000000000000000
701,174,215,1.000000000000000
702,174,216,1.000000000000000
703,174,217,1.000000000000000
704,216,174,1.000000000000000
705,216,215,1.000000000000000
706,216,217,1.000000000000000
707,216,257,1.000000000000000
708,216,258,1.000000000000000
709,216,259,1.000000000000000
710,175,134,1.000000000000000
711,175,135,1.000000000000000
712,175,136,1.000000000000000
713,175,174,1.000000000000000
714,175,176,1.000000000000000
715,175,217,1.000000000000000
716,217,174,1.000000000000000
717,217,175,1.000000000000000
718,217,176,1.000000000000000
719,217,216,1.000000000000000
720,217,218,1.000000000000000
721,217,259,1.000000000000000
722,259,216,1.000000000000000
723,259,217,1.000000000000000
724,259,218,1.000000000000000
725,259,258,1.000000000000000
726,259,260,1.000000000000000
727,259,301,1.000000000000000
728,176,136,1.000000000000000
729,176,175,1.000000000000000
730,176,177,1.000000000000000
731,176,217,1.000000000000000
732,176,218,1.000000000000000
733,176,219,1.000000000000000
734,218,176,1.000000000000000
735,218,217,1.000000000000000
736,218,219,1.000000000000000
737,218,259,1.000000000000000
738,218,260,1.000000000000000
739,218,261,1.000000000000000
740,177,136,1.000000000000000
741,177,137,1.000000000000000
742,177,138,1.000000000000000
743,177,176,1.000000000000000
744,177,178,1.000000000000000
745,177,219,1.000000000000000
746,219,176,1.000000000000000
747,219,177,1.000000000000000
748,219,178,1.000000000000000
749,219,218,1.000000000000000
750,219,220,1.000000000000000
751,219,261,1.000000000000000
752,261,218,1.000000000000000
753,261,219,1.000000000000000
754,261,220,1.000000000000000
755,261,260,1.000000000000000
756,261,262,1.000000000000000
757,261,303,1.000000000000000
758,178,138,1.000000000000000
759,178,177,1.000000000000000
760,178,179,1.000000000000000
761,178,219,1.000000000000000
762,178,220,1.000000000000000
763,178,221,1.000000000000000
764,220,178,1.000000000000000
765,220,219,1.000000000000000
766,220,221,1.000000000000000
767,220,261,1.000000000000000
768,220,262,1.000000000000000
769,220,263,1.000000000000000
770,104,75,1.000000000000000
771,104,76,1.000000000000000
772,104,77,1.000000000000000
773,104,103,1.000000000000000
774,104,105,1.000000000000000
775,104,139,1.000000000000000
776,139,103,1.000000000000000
777,139,104,1.000000000000000
778,139,105,1.000000000000000
779,139,138,1.000000000000000
780,139,140,1.000000000000000
781,139,179,1.000000000000000
782,105,77,1.000000000000000
783,105,104,1.000000000000000
784,105,106,1.000000000000000
785,105,139,1.000000000000000
786,105,140,1.000000000000000
787,105,141,1.000000000000000
788,140,105,1.000000000000000
789,140,139,1.000000000000000
790,140,141,1.000000000000000
791,140,179,1.000000000000000
792,140,180,1.000000000000000
793,140,181,1.000000000000000
794,106,77,1.000000000000000
795,106,78,1.000000000000000
796,106,79,1.000000000000000
797,106,105,1.000000000000000
798,106,107,1.000000000000000
799,106,141,1.000000000000000
800,141,105,1.000000000000000
801,141,106,1.000000000000000
802,141,107,1.000000000000000
803,141,140,1.000000000000000
804,141,142,1.000000000000000
805,141,181,1.000000000000000
806,107,79,1.000000000000000
807,107,106,1.000000000000000
808,107,108,1.000000000000000
809,107,141,1.000000000000000
810,107,142,1.000000000000000
811,107,143,1.000000000000000
812,142,107,1.000000000000000
813,142,141,1.000000000000000
814,142,143,1.000000000000000
815,142,181,1.000000000000000
816,142,182,1.000000000000000
817,142,183,1.000000000000000
818,108,79,1.000000000000000
819,108,80,1.000000000000000
820,108,81,1.000000000000000
821,108,107,1.000000000000000
822,108,109,1.000000000000000
823,108,143,1.000000000000000
824,143,107,1.000000000000000
825,143,108,1.000000000000000
826,143,109,1.000000000000000
827,143,142,1.000000000000000
828,143,144,1.000000000000000
829,143,183,1.000000000000000
830,179,138,1.000000000000000
831,179,139,1.000000000000000
832,179,140,1.000000000000000
833,179,178,1.000000000000000
834,179,180,1.000000000000000
835,179,221,1.000000000000000
836,221,178,1.000000000000000
837,221,179,1.000000000000000
838,221,180,1.000000000000000
839,221,220,1.000000000000000
840,221,222,1.000000000000000
841,221,263,1.000000000000000
842,263,220,1.000000000000000
843,263,221,1.000000000000000
844,263,222,1.000000000000000
845,263,262,1.000000000000000
846,263,264,1.000000000000000
847,263,305,1.000000000000000
848,180,140,1.000000000000000
849,180,179,1.000000000000000
850,180,181,1.000000000000000
851,180,221,1.000000000000000
852,180,222,1.000000000000000
853,180,223,1.000000000000000
854,222,180,1.000000000000000
855,222,221,1.000000000000000
856,222,223,1.000000000000000
857,222,263,1.000000000000000
858,222,264,1.000000000000000
859,222,265,1.000000000000000
860,181,140,1.000000000000000
861,181,141,1.000000000000000
862,181,142,1.000000000000000
863,181,180,1.000000000000000
864,181,182,1.000000000000000
865,181,223,1.000000000000000
866,223,180,1.000000000000000
867,223,181,1.000000000000000
868,223,182,1.000000000000000
869,223,222,1.000000000000000
870,223,224,1.000000000000000
871,223,265,1.000000000000000
872,265,222,1.000000000000000
873,265,223,1.000000000000000
874,265,224,1.000000000000000
875,265,264,1.000000000000000
876,265,266,1.000000000000000
877,265,307,1.000000000000000
878,182,142,1.000000000000000
879,182,181,1.000000000000000
880,182,183,1.000000000000000
881,182,223,1.000000000000000
882,182,224,1.000000000000000
883,182,225,1.000000000000000
884,224,182,1.000000000000000
885,224,223,1.000000000000000
886,224,225,1.000000000000000
887,224,265,1.000000000000000
888,224,266,1.000000000000000
889,224,267,1.000000000000000
890,183,142,1.000000000000000
891,183,143,1.000000000000000
892,183,144,1.000000000000000
893,183,182,1.000000000000000
894,183,184,1.000000000000000
895,183,225,1.000000000000000
896,225,182,1.000000000000000
897,225,183,1.000000000000000
898,225,184,1.000000000000000
899,225,224,1.000000000000000
900,225,226,1.000000000000000
901,225,267,1.000000000000000
902,267,224,1.000000000000000
903,267,225,1.000000000000000
904,267,226,1.000000000000000
905,267,266,1.000000000000000
906,267,268,1.000000000000000
907,267,309,1.000000000000000
908,332,290,1.000000000000000
909,332,333,1.000000000000000
910,332,375,1.000000000000000
911,248,206,1.000000000000000
912,248,249,1.000000000000000
913,248,290,1.000000000000000
914,248,291,1.000000000000000
915,290,248,1.000000000000000
916,290,291,1.000000000000000
917,290,332,1.000000000000000
918,290,333,1.000000000000000
919,290,334,1.000000000000000
920,333,290,1.000000000000000
921,333,332,1.000000000000000
922,333,334,1.000000000000000
923,333,375,1.000000000000000
924,333,376,1.000000000000000
925,333,377,1.000000000000000
926,334,290,1.000000000000000
927,334,291,1.000000000000000
928,334,292,1.000000000000000
929,334,333,1.000000000000000
930,334,335,1.000000000000000
931,334,377,1.000000000000000
932,291,248,1.000000000000000
933,291,249,1.000000000000000
934,291,250,1.000000000000000
935,291,290,1.000000000000000
936,291,292,1.000000000000000
937,291,334,1.000000000000000
938,250,208,1.000000000000000
939,250,249,1.000000000000000
940,250,251,1.000000000000000
941,250,291,1.000000000000000
942,250,292,1.000000000000000
943,250,293,1.000000000000000
944,292,250,1.000000000000000
945,292,291,1.000000000000000
946,292,293,1.000000000000000
947,292,334,1.000000000000000
948,292,335,1.000000000000000
949,292,336,1.000000000000000
950,335,292,1.000000000000000
951,335,334,1.000000000000000
952,335,336,1.000000000000000
953,335,377,1.000000000000000
954,335,378,1.000000000000000
955,335,379,1.000000000000000
956,293,250,1.000000000000000
957,293,251,1.000000000000000
958,293,252,1.000000000000000
959,293,292,1.000000000000000
960,293,294,1.000000000000000
961,293,336,1.000000000000000
962,336,292,1.000000000000000
963,336,293,1.000000000000000
964,336,294,1.000000000000000
965,336,335,1.000000000000000
966,336,337,1.000000000000000
967,336,379,1.000000000000000
968,375,332,1.000000000000000
969,375,333,1.000000000000000
970,375,376,1.000000000000000
971,375,418,1.000000000000000
972,418,375,1.000000000000000
973,418,376,1.000000000000000
974,418,419,1.000000000000000
975,418,461,1.000000000000000
976,461,418,1.000000000000000
977,461,419,1.000000000000000
978,461,462,1.000000000000000
979,461,505,1.000000000000000
980,376,333,1.000000000000000
981,376,375,1.000000000000000
982,376,377,1.000000000000000
983,376,418,1.000000000000000
984,376,419,1.000000000000000
985,376,420,1.000000000000000
986,419,376,1.000000000000000
987,419,418,1.000000000000000
988,419,420,1.000000000000000
989,419,461,1.000000000000000
990,419,462,1.000000000000000
991,419,463,1.000000000000000
992,377,333,1.000000000000000
993,377,334,1.000000000000000
994,377,335,1.000000000000000
995,377,376,1.000000000000000
996,377,378,1.000000000000000
