# id, s, p
72.000000,0.813085,0.208085
73.000000,-0.071100,0.471659
74.000000,1.043404,0.148381
75.000000,0.935312,0.174814
76.000000,1.499691,0.066847
77.000000,1.771400,0.038247
78.000000,1.510595,0.065446
79.000000,1.575787,0.057537
80.000000,1.299496,0.096887
81.000000,1.335676,0.090828
82.000000,1.336542,0.090686
83.000000,1.317882,0.093772
84.000000,0.944817,0.172376
85.000000,1.226677,0.109972
86.000000,1.245158,0.106537
87.000000,1.426435,0.076871
88.000000,1.332081,0.091417
89.000000,1.413892,0.078697
90.000000,0.970495,0.165900
91.000000,0.997625,0.159231
92.000000,1.034970,0.150341
93.000000,1.490385,0.068061
94.000000,0.962135,0.167991
95.000000,1.537521,0.062083
96.000000,1.223192,0.110629
97.000000,1.789126,0.036797
98.000000,0.603742,0.273008
99.000000,2.257991,0.011973
100.000000,1.069229,0.142483
101.000000,-0.005027,0.497995
102.000000,0.772254,0.219982
103.000000,0.585604,0.279071
104.000000,1.470477,0.070716
105.000000,1.862940,0.031235
106.000000,1.724478,0.042311
107.000000,1.582892,0.056723
108.000000,1.311334,0.094872
109.000000,1.283294,0.099694
110.000000,1.273693,0.101386
111.000000,1.339313,0.090234
112.000000,1.252711,0.105156
113.000000,1.274347,0.101270
114.000000,1.410829,0.079147
115.000000,1.267448,0.102498
116.000000,1.446571,0.074008
117.000000,1.702166,0.044362
118.000000,1.409647,0.079322
119.000000,1.040477,0.149059
120.000000,1.083397,0.139316
121.000000,1.410812,0.079150
122.000000,1.098824,0.135922
123.000000,1.246265,0.106334
124.000000,1.343847,0.089499
125.000000,0.892317,0.186111
126.000000,0.470303,0.319069
127.000000,1.320048,0.093409
128.000000,0.164477,0.434678
129.000000,1.015994,0.154816
130.000000,2.086646,0.018460
131.000000,1.334084,0.091088
132.000000,0.863378,0.193965
133.000000,1.707096,0.043902
134.000000,2.054044,0.019986
135.000000,0.931609,0.175769
136.000000,0.337905,0.367717
137.000000,0.968373,0.166429
138.000000,1.050632,0.146714
139.000000,1.302917,0.096302
140.000000,1.874857,0.030406
141.000000,1.808154,0.035291
142.000000,1.193407,0.116355
143.000000,1.114609,0.132509
144.000000,1.667000,0.047757
145.000000,1.614630,0.053195
146.000000,1.197065,0.115641
147.000000,1.215395,0.112108
148.000000,1.470046,0.070775
149.000000,1.272899,0.101527
150.000000,1.295914,0.097503
151.000000,1.468987,0.070918
152.000000,1.805518,0.035497
153.000000,1.452502,0.073181
154.000000,1.097674,0.136173
